Neighborhood,Year,Latitude,Longitude,Zillow_Value,Future_Prediction,Keras_Prediction,Missing_Forecast
Skyland,2032,39.7557132,-104.9502236,,966900.0,793227.0,False
Skyland,2033,39.7557132,-104.9502236,,1008150.0,826113.0,False
Skyland,2034,39.7557132,-104.9502236,,1049556.0,859313.0,False
Skyland,2035,39.7557132,-104.9502236,,1091006.0,893478.0,False
Sloan Lake,2000,39.7524265,-105.0392402,208747.3697071475,,,True
Sloan Lake,2001,39.7524265,-105.0392402,245861.90503973488,,,True
Sloan Lake,2002,39.7524265,-105.0392402,265173.1505700927,,,True
Sloan Lake,2003,39.7524265,-105.0392402,267198.3256025653,,,True
Sloan Lake,2004,39.7524265,-105.0392402,272912.22210661694,,,True
Sloan Lake,2005,39.7524265,-105.0392402,284104.68331174,,,True
Sloan Lake,2006,39.7524265,-105.0392402,297980.99816228775,,,True
Sloan Lake,2007,39.7524265,-105.0392402,307694.6889285077,,,True
Sloan Lake,2008,39.7524265,-105.0392402,306054.53288765275,,,True
Sloan Lake,2009,39.7524265,-105.0392402,306472.7470982408,,,True
Sloan Lake,2010,39.7524265,-105.0392402,311875.3265035641,,,True
Sloan Lake,2011,39.7524265,-105.0392402,305613.74917634984,,,True
Sloan Lake,2012,39.7524265,-105.0392402,324600.8835892745,,,True
Sloan Lake,2013,39.7524265,-105.0392402,368245.6714283889,,,True
Sloan Lake,2014,39.7524265,-105.0392402,404500.24159216695,,,True
Sloan Lake,2015,39.7524265,-105.0392402,462133.10028101894,,,True
Sloan Lake,2016,39.7524265,-105.0392402,505350.22514566005,,,True
Sloan Lake,2017,39.7524265,-105.0392402,540584.0842051987,,,True
Sloan Lake,2018,39.7524265,-105.0392402,583430.2887468969,,,True
Sloan Lake,2019,39.7524265,-105.0392402,610511.6891167808,,,True
Sloan Lake,2020,39.7524265,-105.0392402,643000.7214699954,,,True
Sloan Lake,2021,39.7524265,-105.0392402,732275.8419144386,,,True
Sloan Lake,2022,39.7524265,-105.0392402,838577.20859876,,,True
Sloan Lake,2023,39.7524265,-105.0392402,824511.7597932197,,,True
Sloan Lake,2024,39.7524265,-105.0392402,822550.2050538106,820030.0,700693.0,False
Sloan Lake,2025,39.7524265,-105.0392402,814116.173454467,860998.0,723164.0,False
Sloan Lake,2026,39.7524265,-105.0392402,,902072.0,745870.0,False
Sloan Lake,2027,39.7524265,-105.0392402,,943410.0,769870.0,False
Sloan Lake,2028,39.7524265,-105.0392402,,984747.0,795245.0,False
Sloan Lake,2029,39.7524265,-105.0392402,,1026085.0,821652.0,False
Sloan Lake,2030,39.7524265,-105.0392402,,1067590.0,849076.0,False
Sloan Lake,2031,39.7524265,-105.0392402,,1109192.0,877571.0,False
Sloan Lake,2032,39.7524265,-105.0392402,,1151127.0,907639.0,False
Sloan Lake,2033,39.7524265,-105.0392402,,1193253.0,939515.0,False
Sloan Lake,2034,39.7524265,-105.0392402,,1235453.0,972908.0,False
Sloan Lake,2035,39.7524265,-105.0392402,,1277802.0,1007304.0,False
South Park Hill,2000,39.7466503,-104.9220435,304100.1050058722,,,True
South Park Hill,2001,39.7466503,-104.9220435,345772.5149873051,,,True
South Park Hill,2002,39.7466503,-104.9220435,366053.61837119475,,,True
South Park Hill,2003,39.7466503,-104.9220435,367812.3907464235,,,True
South Park Hill,2004,39.7466503,-104.9220435,375872.77705784497,,,True
South Park Hill,2005,39.7466503,-104.9220435,395414.15323325264,,,True
South Park Hill,2006,39.7466503,-104.9220435,415834.05942624825,,,True
South Park Hill,2007,39.7466503,-104.9220435,423346.419973544,,,True
South Park Hill,2008,39.7466503,-104.9220435,412565.43803935504,,,True
South Park Hill,2009,39.7466503,-104.9220435,399837.7611464059,,,True
South Park Hill,2010,39.7466503,-104.9220435,395345.558536537,,,True
South Park Hill,2011,39.7466503,-104.9220435,385136.2851406136,,,True
South Park Hill,2012,39.7466503,-104.9220435,398152.05761146103,,,True
South Park Hill,2013,39.7466503,-104.9220435,445293.25934870687,,,True
South Park Hill,2014,39.7466503,-104.9220435,480813.448866212,,,True
South Park Hill,2015,39.7466503,-104.9220435,530898.9596331717,,,True
South Park Hill,2016,39.7466503,-104.9220435,571053.5002031182,,,True
South Park Hill,2017,39.7466503,-104.9220435,612087.6244236629,,,True
South Park Hill,2018,39.7466503,-104.9220435,660180.1101346365,,,True
South Park Hill,2019,39.7466503,-104.9220435,696931.9103083536,,,True
South Park Hill,2020,39.7466503,-104.9220435,732000.5011464097,,,True
South Park Hill,2021,39.7466503,-104.9220435,825994.6972359406,,,True
South Park Hill,2022,39.7466503,-104.9220435,945017.702797393,,,True
South Park Hill,2023,39.7466503,-104.9220435,932853.7270183787,,,True
South Park Hill,2024,39.7466503,-104.9220435,935911.9178985454,881227.0,805443.0,False
South Park Hill,2025,39.7466503,-104.9220435,935146.1277269409,919051.0,830106.0,False
South Park Hill,2026,39.7466503,-104.9220435,,957161.0,855749.0,False
South Park Hill,2027,39.7466503,-104.9220435,,995712.0,884142.0,False
South Park Hill,2028,39.7466503,-104.9220435,,1034418.0,915939.0,False
South Park Hill,2029,39.7466503,-104.9220435,,1073207.0,950374.0,False
South Park Hill,2030,39.7466503,-104.9220435,,1112382.0,985545.0,False
South Park Hill,2031,39.7466503,-104.9220435,,1152026.0,1021291.0,False
South Park Hill,2032,39.7466503,-104.9220435,,1191966.0,1057083.0,False
South Park Hill,2033,39.7466503,-104.9220435,,1232141.0,1093084.0,False
South Park Hill,2034,39.7466503,-104.9220435,,1272501.0,1129084.0,False
South Park Hill,2035,39.7466503,-104.9220435,,1312926.0,1165085.0,False
Southmoor Park,2000,39.6511209,-104.9071536,256828.9474847469,,,True
Southmoor Park,2001,39.6511209,-104.9071536,287314.7974533636,,,True
Southmoor Park,2002,39.6511209,-104.9071536,298032.42151193065,,,True
Southmoor Park,2003,39.6511209,-104.9071536,305827.9291654573,,,True
Southmoor Park,2004,39.6511209,-104.9071536,313663.66457366885,,,True
Southmoor Park,2005,39.6511209,-104.9071536,318014.9716321722,,,True
Southmoor Park,2006,39.6511209,-104.9071536,330178.9809565358,,,True
Southmoor Park,2007,39.6511209,-104.9071536,339005.88286518265,,,True
Southmoor Park,2008,39.6511209,-104.9071536,331090.29722580087,,,True
Southmoor Park,2009,39.6511209,-104.9071536,313209.4269874657,,,True
Southmoor Park,2010,39.6511209,-104.9071536,312155.0440364472,,,True
Southmoor Park,2011,39.6511209,-104.9071536,302761.5476391135,,,True
Southmoor Park,2012,39.6511209,-104.9071536,314355.7172330929,,,True
Southmoor Park,2013,39.6511209,-104.9071536,349078.25847954815,,,True
Southmoor Park,2014,39.6511209,-104.9071536,375404.700111897,,,True
Southmoor Park,2015,39.6511209,-104.9071536,413323.3893366127,,,True
Southmoor Park,2016,39.6511209,-104.9071536,450068.6684247803,,,True
Southmoor Park,2017,39.6511209,-104.9071536,480692.70994179277,,,True
Southmoor Park,2018,39.6511209,-104.9071536,509958.5856672299,,,True
Southmoor Park,2019,39.6511209,-104.9071536,533235.3406439977,,,True
Southmoor Park,2020,39.6511209,-104.9071536,556462.6841232667,,,True
Southmoor Park,2021,39.6511209,-104.9071536,631270.5406704984,,,True
Southmoor Park,2022,39.6511209,-104.9071536,715678.1237695661,,,True
Southmoor Park,2023,39.6511209,-104.9071536,709730.307821047,,,True
Southmoor Park,2024,39.6511209,-104.9071536,719632.3539663096,715094.0,678066.0,False
Southmoor Park,2025,39.6511209,-104.9071536,723746.4466521561,753486.0,702906.0,False
Southmoor Park,2026,39.6511209,-104.9071536,,792348.0,729037.0,False
Southmoor Park,2027,39.6511209,-104.9071536,,831642.0,758142.0,False
Southmoor Park,2028,39.6511209,-104.9071536,,871322.0,790350.0,False
Southmoor Park,2029,39.6511209,-104.9071536,,911263.0,825478.0,False
Southmoor Park,2030,39.6511209,-104.9071536,,951215.0,861380.0,False
Southmoor Park,2031,39.6511209,-104.9071536,,991380.0,897381.0,False
Southmoor Park,2032,39.6511209,-104.9071536,,1031624.0,933382.0,False
Southmoor Park,2033,39.6511209,-104.9071536,,1072254.0,969382.0,False
Southmoor Park,2034,39.6511209,-104.9071536,,1113326.0,1005383.0,False
Southmoor Park,2035,39.6511209,-104.9071536,,1154689.0,1041384.0,False
Speer,2000,39.7568766,-105.0184389,187407.21273344618,,,True
Speer,2001,39.7568766,-105.0184389,218059.195094259,,,True
Speer,2002,39.7568766,-105.0184389,230584.74047644404,,,True
Speer,2003,39.7568766,-105.0184389,228513.6079411098,,,True
Speer,2004,39.7568766,-105.0184389,235258.14884691546,,,True
Speer,2005,39.7568766,-105.0184389,245842.59669275788,,,True
Speer,2006,39.7568766,-105.0184389,256344.44113978263,,,True
Speer,2007,39.7568766,-105.0184389,259038.3094134803,,,True
Speer,2008,39.7568766,-105.0184389,254245.13827604664,,,True
Speer,2009,39.7568766,-105.0184389,249912.8402463247,,,True
Speer,2010,39.7568766,-105.0184389,250270.9260643553,,,True
Speer,2011,39.7568766,-105.0184389,240572.85524082987,,,True
Speer,2012,39.7568766,-105.0184389,247304.5728651299,,,True
Speer,2013,39.7568766,-105.0184389,274019.64579440065,,,True
Speer,2014,39.7568766,-105.0184389,299222.0752379294,,,True
Speer,2015,39.7568766,-105.0184389,342767.27979661745,,,True
Speer,2016,39.7568766,-105.0184389,377034.29296957137,,,True
Speer,2017,39.7568766,-105.0184389,404875.72513720935,,,True
Speer,2018,39.7568766,-105.0184389,431751.52481764345,,,True
Speer,2019,39.7568766,-105.0184389,444849.0739274244,,,True
Speer,2020,39.7568766,-105.0184389,461063.72074137855,,,True
Speer,2021,39.7568766,-105.0184389,511217.230410834,,,True
Speer,2022,39.7568766,-105.0184389,570071.907892383,,,True
Speer,2023,39.7568766,-105.0184389,547206.6291227521,,,True
Speer,2024,39.7568766,-105.0184389,534598.4948137745,584461.0,545519.0,False
Speer,2025,39.7568766,-105.0184389,528261.813052239,617421.0,564271.0,False
Speer,2026,39.7568766,-105.0184389,,655399.0,588875.0,False
Speer,2027,39.7568766,-105.0184389,,695388.0,616143.0,False
Speer,2028,39.7568766,-105.0184389,,735657.0,646409.0,False
Speer,2029,39.7568766,-105.0184389,,776324.0,679360.0,False
Speer,2030,39.7568766,-105.0184389,,817022.0,714075.0,False
Speer,2031,39.7568766,-105.0184389,,858056.0,749738.0,False
Speer,2032,39.7568766,-105.0184389,,899211.0,785739.0,False
Speer,2033,39.7568766,-105.0184389,,940662.0,821740.0,False
Speer,2034,39.7568766,-105.0184389,,982295.0,857741.0,False
Speer,2035,39.7568766,-105.0184389,,1024065.0,893742.0,False
Sunnyside,2000,39.7756802,-105.0116958,154667.70441758525,,,True
Sunnyside,2001,39.7756802,-105.0116958,179091.20966894165,,,True
Sunnyside,2002,39.7756802,-105.0116958,192687.38117726342,,,True
Sunnyside,2003,39.7756802,-105.0116958,200393.70109242908,,,True
Sunnyside,2004,39.7756802,-105.0116958,204403.16478497427,,,True
Sunnyside,2005,39.7756802,-105.0116958,213030.11157881506,,,True
Sunnyside,2006,39.7756802,-105.0116958,219321.20322741018,,,True
Sunnyside,2007,39.7756802,-105.0116958,227739.0095114097,,,True
Sunnyside,2008,39.7756802,-105.0116958,221980.66261312153,,,True
Sunnyside,2009,39.7756802,-105.0116958,226772.36136632305,,,True
Sunnyside,2010,39.7756802,-105.0116958,234179.77459590175,,,True
Sunnyside,2011,39.7756802,-105.0116958,229993.73928722437,,,True
Sunnyside,2012,39.7756802,-105.0116958,241771.07224991138,,,True
Sunnyside,2013,39.7756802,-105.0116958,277480.6041853817,,,True
Sunnyside,2014,39.7756802,-105.0116958,312974.28237580723,,,True
Sunnyside,2015,39.7756802,-105.0116958,369057.4602590827,,,True
Sunnyside,2016,39.7756802,-105.0116958,408011.53772126394,,,True
Sunnyside,2017,39.7756802,-105.0116958,442729.8605958929,,,True
Sunnyside,2018,39.7756802,-105.0116958,480358.4876262876,,,True
Sunnyside,2019,39.7756802,-105.0116958,500632.12310316664,,,True
Sunnyside,2020,39.7756802,-105.0116958,528671.9118054671,,,True
Sunnyside,2021,39.7756802,-105.0116958,603690.5621567,,,True
Sunnyside,2022,39.7756802,-105.0116958,685939.2568232225,,,True
Sunnyside,2023,39.7756802,-105.0116958,672125.1085329779,,,True
Sunnyside,2024,39.7756802,-105.0116958,672097.078869975,690858.0,621311.0,False
Sunnyside,2025,39.7756802,-105.0116958,666389.1445304167,731315.0,646626.0,False
Sunnyside,2026,39.7756802,-105.0116958,,771883.0,672874.0,False
Sunnyside,2027,39.7756802,-105.0116958,,812597.0,700849.0,False
Sunnyside,2028,39.7756802,-105.0116958,,853484.0,730593.0,False
Sunnyside,2029,39.7756802,-105.0116958,,894370.0,761761.0,False
Sunnyside,2030,39.7756802,-105.0116958,,935257.0,794564.0,False
Sunnyside,2031,39.7756802,-105.0116958,,976237.0,828966.0,False
Sunnyside,2032,39.7756802,-105.0116958,,1017311.0,864251.0,False
Sunnyside,2033,39.7756802,-105.0116958,,1058780.0,899783.0,False
Sunnyside,2034,39.7756802,-105.0116958,,1100404.0,935529.0,False
Sunnyside,2035,39.7756802,-105.0116958,,1142028.0,971275.0,False
Union Station,2000,39.7532276,-105.0000944,343002.85748780944,,,True
Union Station,2001,39.7532276,-105.0000944,385456.29966290813,,,True
Union Station,2002,39.7532276,-105.0000944,405796.0760051231,,,True
Union Station,2003,39.7532276,-105.0000944,406501.8107178819,,,True
Union Station,2004,39.7532276,-105.0000944,412349.84061778366,,,True
Union Station,2005,39.7532276,-105.0000944,429704.4998166421,,,True
Union Station,2006,39.7532276,-105.0000944,444264.3207170602,,,True
Union Station,2007,39.7532276,-105.0000944,455576.8679086215,,,True
Union Station,2008,39.7532276,-105.0000944,455222.0480286425,,,True
Union Station,2009,39.7532276,-105.0000944,451821.36484969704,,,True
Union Station,2010,39.7532276,-105.0000944,424610.91699142894,,,True
Union Station,2011,39.7532276,-105.0000944,398898.23760367563,,,True
Union Station,2012,39.7532276,-105.0000944,406240.78467976657,,,True
Union Station,2013,39.7532276,-105.0000944,442476.8849512792,,,True
Union Station,2014,39.7532276,-105.0000944,473367.0328029483,,,True
Union Station,2015,39.7532276,-105.0000944,516427.3997648293,,,True
Union Station,2016,39.7532276,-105.0000944,550168.6090824241,,,True
Union Station,2017,39.7532276,-105.0000944,566575.662969245,,,True
Union Station,2018,39.7532276,-105.0000944,590348.641143771,,,True
Union Station,2019,39.7532276,-105.0000944,609764.214072503,,,True
Union Station,2020,39.7532276,-105.0000944,634554.1234728909,,,True
Union Station,2021,39.7532276,-105.0000944,667533.3598122356,,,True
Union Station,2022,39.7532276,-105.0000944,715723.8052757407,,,True
Union Station,2023,39.7532276,-105.0000944,676473.7358857668,,,True
Union Station,2024,39.7532276,-105.0000944,667195.0964322707,705646.0,720119.0,False
Union Station,2025,39.7532276,-105.0000944,653397.2825594599,732548.0,738020.0,False
Union Station,2026,39.7532276,-105.0000944,,769617.0,762238.0,False
Union Station,2027,39.7532276,-105.0000944,,808947.0,788902.0,False
Union Station,2028,39.7532276,-105.0000944,,848367.0,817035.0,False
Union Station,2029,39.7532276,-105.0000944,,888018.0,848499.0,False
Union Station,2030,39.7532276,-105.0000944,,928416.0,882574.0,False
Union Station,2031,39.7532276,-105.0000944,,968702.0,917592.0,False
Union Station,2032,39.7532276,-105.0000944,,1009484.0,953543.0,False
Union Station,2033,39.7532276,-105.0000944,,1050484.0,989544.0,False
Union Station,2034,39.7532276,-105.0000944,,1091567.0,1025544.0,False
Union Station,2035,39.7532276,-105.0000944,,1132651.0,1061545.0,False
University Hills,2000,39.6677728,-104.9360342,183002.30963939687,,,True
University Hills,2001,39.6677728,-104.9360342,206779.76639921148,,,True
University Hills,2002,39.6677728,-104.9360342,217880.86112959823,,,True
University Hills,2003,39.6677728,-104.9360342,222269.59763304808,,,True
University Hills,2004,39.6677728,-104.9360342,227568.9272008851,,,True
University Hills,2005,39.6677728,-104.9360342,238054.12762584342,,,True
University Hills,2006,39.6677728,-104.9360342,248860.14985921737,,,True
University Hills,2007,39.6677728,-104.9360342,253214.50421048864,,,True
University Hills,2008,39.6677728,-104.9360342,245998.50931261573,,,True
University Hills,2009,39.6677728,-104.9360342,237358.1843084416,,,True
University Hills,2010,39.6677728,-104.9360342,238283.5602798783,,,True
University Hills,2011,39.6677728,-104.9360342,227442.00311824368,,,True
University Hills,2012,39.6677728,-104.9360342,228946.67580573075,,,True
University Hills,2013,39.6677728,-104.9360342,254316.7869256054,,,True
University Hills,2014,39.6677728,-104.9360342,280647.94063893246,,,True
University Hills,2015,39.6677728,-104.9360342,322140.28687204514,,,True
University Hills,2016,39.6677728,-104.9360342,359890.13164805766,,,True
University Hills,2017,39.6677728,-104.9360342,389569.5435126743,,,True
University Hills,2018,39.6677728,-104.9360342,416490.24333135627,,,True
University Hills,2019,39.6677728,-104.9360342,435888.77347598114,,,True
University Hills,2020,39.6677728,-104.9360342,461247.3523581371,,,True
University Hills,2021,39.6677728,-104.9360342,522933.587196172,,,True
University Hills,2022,39.6677728,-104.9360342,587211.804416512,,,True
University Hills,2023,39.6677728,-104.9360342,577109.8698117406,,,True
University Hills,2024,39.6677728,-104.9360342,579953.3980411309,597775.0,553350.0,False
University Hills,2025,39.6677728,-104.9360342,577417.3035618233,634343.0,572215.0,False
University Hills,2026,39.6677728,-104.9360342,,673778.0,591403.0,False
University Hills,2027,39.6677728,-104.9360342,,713894.0,611412.0,False
University Hills,2028,39.6677728,-104.9360342,,754341.0,632495.0,False
University Hills,2029,39.6677728,-104.9360342,,795015.0,655632.0,False
University Hills,2030,39.6677728,-104.9360342,,836001.0,679872.0,False
University Hills,2031,39.6677728,-104.9360342,,877391.0,705346.0,False
University Hills,2032,39.6677728,-104.9360342,,918937.0,732466.0,False
University Hills,2033,39.6677728,-104.9360342,,960482.0,760422.0,False
University Hills,2034,39.6677728,-104.9360342,,1002028.0,789118.0,False
University Hills,2035,39.6677728,-104.9360342,,1043603.0,819418.0,False
Valverde,2000,39.7183009,-105.0158232,108180.92746750776,,,True
Valverde,2001,39.7183009,-105.0158232,125895.62776355281,,,True
Valverde,2002,39.7183009,-105.0158232,137563.1080413514,,,True
Valverde,2003,39.7183009,-105.0158232,140016.19679028587,,,True
Valverde,2004,39.7183009,-105.0158232,139624.71764881568,,,True
Valverde,2005,39.7183009,-105.0158232,144627.0278893597,,,True
Valverde,2006,39.7183009,-105.0158232,140267.19677302183,,,True
Valverde,2007,39.7183009,-105.0158232,133319.70246811994,,,True
Valverde,2008,39.7183009,-105.0158232,112155.94346190632,,,True
Valverde,2009,39.7183009,-105.0158232,101569.61435786057,,,True
Valverde,2010,39.7183009,-105.0158232,103550.81696348234,,,True
Valverde,2011,39.7183009,-105.0158232,99562.35616158666,,,True
Valverde,2012,39.7183009,-105.0158232,107326.19436624846,,,True
Valverde,2013,39.7183009,-105.0158232,129860.67388081456,,,True
Valverde,2014,39.7183009,-105.0158232,146085.30726459742,,,True
Valverde,2015,39.7183009,-105.0158232,181179.1080832001,,,True
Valverde,2016,39.7183009,-105.0158232,219784.876998137,,,True
Valverde,2017,39.7183009,-105.0158232,251766.55567606725,,,True
Valverde,2018,39.7183009,-105.0158232,284399.6195375005,,,True
Valverde,2019,39.7183009,-105.0158232,307025.4878834679,,,True
Valverde,2020,39.7183009,-105.0158232,330984.7843193823,,,True
Valverde,2021,39.7183009,-105.0158232,371510.9040326425,,,True
Valverde,2022,39.7183009,-105.0158232,417637.7977882388,,,True
Valverde,2023,39.7183009,-105.0158232,409885.0393255488,,,True
Valverde,2024,39.7183009,-105.0158232,409866.0092105009,446162.0,417068.0,False
Valverde,2025,39.7183009,-105.0158232,407205.20833803667,482151.0,441329.0,False
Valverde,2026,39.7183009,-105.0158232,,521232.0,469503.0,False
Valverde,2027,39.7183009,-105.0158232,,560480.0,499709.0,False
Valverde,2028,39.7183009,-105.0158232,,600686.0,531187.0,False
Valverde,2029,39.7183009,-105.0158232,,641265.0,563795.0,False
Valverde,2030,39.7183009,-105.0158232,,682006.0,597771.0,False
Valverde,2031,39.7183009,-105.0158232,,722873.0,632410.0,False
Valverde,2032,39.7183009,-105.0158232,,764082.0,667891.0,False
Valverde,2033,39.7183009,-105.0158232,,805554.0,703625.0,False
Valverde,2034,39.7183009,-105.0158232,,847078.0,739572.0,False
Valverde,2035,39.7183009,-105.0158232,,888602.0,775573.0,False
Villa Park,2000,39.730961,-105.039215,103251.5153841274,,,True
Villa Park,2001,39.730961,-105.039215,120087.51376127492,,,True
Villa Park,2002,39.730961,-105.039215,130534.99250103469,,,True
Villa Park,2003,39.730961,-105.039215,133227.99945939847,,,True
Villa Park,2004,39.730961,-105.039215,134457.12991668851,,,True
Villa Park,2005,39.730961,-105.039215,136774.84891231326,,,True
Villa Park,2006,39.730961,-105.039215,133011.71175524386,,,True
Villa Park,2007,39.730961,-105.039215,127481.72808848847,,,True
Villa Park,2008,39.730961,-105.039215,109220.6656448127,,,True
Villa Park,2009,39.730961,-105.039215,101738.4617671877,,,True
Villa Park,2010,39.730961,-105.039215,106551.25837407731,,,True
Villa Park,2011,39.730961,-105.039215,102105.78413671622,,,True
Villa Park,2012,39.730961,-105.039215,110232.20059036872,,,True
Villa Park,2013,39.730961,-105.039215,129667.06166482136,,,True
Villa Park,2014,39.730961,-105.039215,152612.43321995786,,,True
Villa Park,2015,39.730961,-105.039215,193955.47958290123,,,True
Villa Park,2016,39.730961,-105.039215,232689.31739982174,,,True
Villa Park,2017,39.730961,-105.039215,266728.0955199776,,,True
Villa Park,2018,39.730961,-105.039215,300394.55029528314,,,True
Villa Park,2019,39.730961,-105.039215,322346.8639305485,,,True
Villa Park,2020,39.730961,-105.039215,346166.134488825,,,True
Villa Park,2021,39.730961,-105.039215,394135.9459872381,,,True
Villa Park,2022,39.730961,-105.039215,444803.34362096066,,,True
Villa Park,2023,39.730961,-105.039215,437051.2508119756,,,True
Villa Park,2024,39.730961,-105.039215,432720.1629120272,465072.0,409609.0,False
Villa Park,2025,39.730961,-105.039215,426668.5297781542,499889.0,430653.0,False
Villa Park,2026,39.730961,-105.039215,,538307.0,453475.0,False
Villa Park,2027,39.730961,-105.039215,,578316.0,478591.0,False
Villa Park,2028,39.730961,-105.039215,,618488.0,505693.0,False
Villa Park,2029,39.730961,-105.039215,,659059.0,534685.0,False
Villa Park,2030,39.730961,-105.039215,,700087.0,565541.0,False
Villa Park,2031,39.730961,-105.039215,,741272.0,598442.0,False
Villa Park,2032,39.730961,-105.039215,,782596.0,632922.0,False
Villa Park,2033,39.730961,-105.039215,,823975.0,668262.0,False
Villa Park,2034,39.730961,-105.039215,,865510.0,704239.0,False
Villa Park,2035,39.730961,-105.039215,,907046.0,740240.0,False
Virginia Village,2000,39.6902801,-104.9230956,183745.77481829628,,,True
Virginia Village,2001,39.6902801,-104.9230956,210090.1770818903,,,True
Virginia Village,2002,39.6902801,-104.9230956,223522.63846863437,,,True
Virginia Village,2003,39.6902801,-104.9230956,226578.0611441972,,,True
Virginia Village,2004,39.6902801,-104.9230956,232937.75957132157,,,True
Virginia Village,2005,39.6902801,-104.9230956,242570.83875941983,,,True
Virginia Village,2006,39.6902801,-104.9230956,247815.4620086574,,,True
Virginia Village,2007,39.6902801,-104.9230956,247917.97994241634,,,True
Virginia Village,2008,39.6902801,-104.9230956,240699.87302085236,,,True
Virginia Village,2009,39.6902801,-104.9230956,236202.75269128568,,,True
Virginia Village,2010,39.6902801,-104.9230956,239820.06914550127,,,True
Virginia Village,2011,39.6902801,-104.9230956,234403.67065454065,,,True
Virginia Village,2012,39.6902801,-104.9230956,241691.73501479047,,,True
Virginia Village,2013,39.6902801,-104.9230956,272933.34367411124,,,True
Virginia Village,2014,39.6902801,-104.9230956,301582.80377945985,,,True
Virginia Village,2015,39.6902801,-104.9230956,346056.101585123,,,True
Virginia Village,2016,39.6902801,-104.9230956,384107.1071661855,,,True
Virginia Village,2017,39.6902801,-104.9230956,419271.02803069586,,,True
Virginia Village,2018,39.6902801,-104.9230956,451000.335668267,,,True
Virginia Village,2019,39.6902801,-104.9230956,469047.30424942094,,,True
Virginia Village,2020,39.6902801,-104.9230956,491246.063293019,,,True
Virginia Village,2021,39.6902801,-104.9230956,561193.36039482,,,True
Virginia Village,2022,39.6902801,-104.9230956,630843.9360254861,,,True
Virginia Village,2023,39.6902801,-104.9230956,620188.2184394555,,,True
Virginia Village,2024,39.6902801,-104.9230956,621484.3370934181,647418.0,544901.0,False
Virginia Village,2025,39.6902801,-104.9230956,626639.0295789338,684541.0,560864.0,False
Virginia Village,2026,39.6902801,-104.9230956,,723569.0,577698.0,False
Virginia Village,2027,39.6902801,-104.9230956,,763023.0,596173.0,False
Virginia Village,2028,39.6902801,-104.9230956,,802978.0,615850.0,False
Virginia Village,2029,39.6902801,-104.9230956,,843295.0,636894.0,False
Virginia Village,2030,39.6902801,-104.9230956,,884214.0,659578.0,False
Virginia Village,2031,39.6902801,-104.9230956,,925361.0,683450.0,False
Virginia Village,2032,39.6902801,-104.9230956,,966917.0,708443.0,False
Virginia Village,2033,39.6902801,-104.9230956,,1008690.0,734707.0,False
Virginia Village,2034,39.6902801,-104.9230956,,1050462.0,763795.0,False
Virginia Village,2035,39.6902801,-104.9230956,,1092257.0,794835.0,False
Washington Park,2000,39.7020811,-104.9710337,358070.8102159817,,,True
Washington Park,2001,39.7020811,-104.9710337,408443.924031091,,,True
Washington Park,2002,39.7020811,-104.9710337,430233.7770196965,,,True
Washington Park,2003,39.7020811,-104.9710337,434764.0153587533,,,True
Washington Park,2004,39.7020811,-104.9710337,450967.9958064188,,,True
Washington Park,2005,39.7020811,-104.9710337,480125.5738440308,,,True
Washington Park,2006,39.7020811,-104.9710337,512480.3418169818,,,True
Washington Park,2007,39.7020811,-104.9710337,534207.2833610021,,,True
Washington Park,2008,39.7020811,-104.9710337,525454.8356414326,,,True
Washington Park,2009,39.7020811,-104.9710337,513361.93157792574,,,True
Washington Park,2010,39.7020811,-104.9710337,499346.44382125983,,,True
Washington Park,2011,39.7020811,-104.9710337,486727.770512668,,,True
Washington Park,2012,39.7020811,-104.9710337,516602.18636901816,,,True
Washington Park,2013,39.7020811,-104.9710337,567564.7329569953,,,True
Washington Park,2014,39.7020811,-104.9710337,608104.2294577817,,,True
Washington Park,2015,39.7020811,-104.9710337,674696.8651973108,,,True
Washington Park,2016,39.7020811,-104.9710337,722228.1826939374,,,True
Washington Park,2017,39.7020811,-104.9710337,761814.0915314701,,,True
Washington Park,2018,39.7020811,-104.9710337,809595.3071104988,,,True
Washington Park,2019,39.7020811,-104.9710337,860349.1011435855,,,True
Washington Park,2020,39.7020811,-104.9710337,914492.2675488499,,,True
Washington Park,2021,39.7020811,-104.9710337,1017817.1202059002,,,True
Washington Park,2022,39.7020811,-104.9710337,1192282.57050428,,,True
Washington Park,2023,39.7020811,-104.9710337,1189444.8192808982,,,True
Washington Park,2024,39.7020811,-104.9710337,1201571.132612931,1055414.0,887473.0,False
Washington Park,2025,39.7020811,-104.9710337,1218463.6639340515,1095422.0,907428.0,False
Washington Park,2026,39.7020811,-104.9710337,,1135430.0,928211.0,False
Washington Park,2027,39.7020811,-104.9710337,,1175438.0,950459.0,False
Washington Park,2028,39.7020811,-104.9710337,,1215500.0,973474.0,False
Washington Park,2029,39.7020811,-104.9710337,,1255883.0,998033.0,False
Washington Park,2030,39.7020811,-104.9710337,,1296352.0,1023432.0,False
Washington Park,2031,39.7020811,-104.9710337,,1336822.0,1050873.0,False
Washington Park,2032,39.7020811,-104.9710337,,1377444.0,1081253.0,False
Washington Park,2033,39.7020811,-104.9710337,,1418249.0,1113958.0,False
Washington Park,2034,39.7020811,-104.9710337,,1459108.0,1148535.0,False
Washington Park,2035,39.7020811,-104.9710337,,1499968.0,1184188.0,False
